len(N),E,ns
16,-10,71.5
16,-9,73.2
16,-8,71.5
16,-7,72.5
16,-6,69.7
16,-5,73.2
16,-4,72.5
16,-3,79.5
16,-2,80.2
16,-1,83.7
16,0,33.0
16,1,69.7
16,2,69.7
16,3,71.5
16,4,64.2
16,5,64.2
16,6,64.2
16,7,62.8
16,8,66.9
16,9,64.2
16,10,64.2
16,11,66.3
16,12,64.2
16,13,64.2
16,14,65.6
16,15,64.2
16,16,64.2
16,17,65.6
16,18,64.0
16,19,62.8
16,20,66.9
16,21,65.6
16,22,64.2
17,-22,64.2
17,-21,65.6
17,-20,64.2
17,-19,64.1
17,-18,65.6
17,-17,64.2
17,-16,72.5
17,-15,72.5
17,-14,71.5
17,-13,72.5
17,-12,75.0
17,-11,76.7
17,-10,76.7
17,-9,71.5
17,-8,71.5
17,-7,73.2
17,-6,76.7
17,-5,76.7
17,-4,73.2
17,-3,78.5
17,-2,80.2
17,-1,48.4
17,0,75.0
17,1,75.0
17,2,75.0
17,3,66.9
17,4,68.0
17,5,66.9
17,6,66.3
17,7,69.7
17,8,66.9
17,9,66.9
17,10,68.0
17,11,66.9
17,12,66.3
17,13,69.7
17,14,68.0
17,15,66.9
17,16,68.3
17,17,68.3
17,18,66.3
17,19,68.3
17,20,68.3
17,21,66.9
17,22,69.7
18,-22,65.6
18,-21,64.2
18,-20,64.5
18,-19,65.6
18,-18,64.2
18,-17,71.5
18,-16,73.2
18,-15,73.2
18,-14,73.2
18,-13,75.3
18,-12,75.0
18,-11,75.0
18,-10,72.5
18,-9,73.2
18,-8,73.2
18,-7,76.7
18,-6,75.0
18,-5,76.7
18,-4,80.2
18,-3,80.2
18,-2,50.0
18,-1,75.0
18,0,76.7
18,1,73.2
18,2,68.0
18,3,68.0
18,4,67.0
18,5,66.9
18,6,68.0
18,7,66.9
18,8,66.3
18,9,68.0
18,10,68.3
18,11,66.9
18,12,69.7
18,13,68.3
18,14,66.9
18,15,69.7
18,16,66.9
18,17,66.9
18,18,69.7
18,19,68.3
18,20,66.3
18,21,69.7
18,22,68.0
