len(N),E,ns
15,10,56.1
15,11,55.4
15,12,52.7
15,13,62.8
15,14,56.0
15,15,55.9
15,16,52.5
15,17,57.6
15,18,56.0
15,19,55.4
15,20,52.3
15,21,61.2
15,22,56.0
16,-22,56.0
16,-21,54.9
16,-20,60.5
16,-19,54.4
16,-18,54.9
16,-17,54.6
16,-16,61.5
16,-15,58.9
16,-14,59.2
16,-13,59.3
16,-12,63.0
16,-11,60.4
16,-10,59.8
16,-9,60.4
16,-8,64.7
16,-7,58.6
16,-6,60.0
16,-5,60.6
16,-4,68.1
16,-3,60.2
16,-2,59.9
16,-1,59.5
16,0,60.4
16,1,58.3
16,2,55.4
16,3,54.3
16,4,57.4
16,5,54.7
16,6,55.6
16,7,56.4
16,8,62.5
16,9,56.5
16,10,56.0
16,11,56.5
16,12,62.9
16,13,56.3
16,14,56.2
16,15,56.9
16,16,57.3
16,17,56.7
16,18,56.3
16,19,56.2
16,20,60.7
16,21,56.5
16,22,55.7
17,-22,60.2
17,-21,65.6
17,-20,60.0
17,-19,60.6
17,-18,60.3
17,-17,63.4
17,-16,64.4
17,-15,64.7
17,-14,64.7
17,-13,77.1
17,-12,65.8
17,-11,63.5
17,-10,64.1
17,-9,70.3
17,-8,65.1
17,-7,64.5
17,-6,65.5
17,-5,69.7
17,-4,65.7
17,-3,65.8
17,-2,65.2
17,-1,63.7
17,0,63.5
17,1,60.9
17,2,60.0
17,3,67.0
17,4,60.9
17,5,61.5
17,6,62.6
17,7,66.8
17,8,62.0
17,9,62.2
17,10,62.1
17,11,65.1
17,12,62.6
17,13,62.2
17,14,62.3
17,15,66.8
17,16,63.1
17,17,61.5
17,18,61.6
17,19,68.1
17,20,62.4
17,21,61.7
17,22,62.1
18,-22,65.3
18,-21,60.1
18,-20,60.7
18,-19,60.3
18,-18,63.1
18,-17,65.4
18,-16,64.5
18,-15,63.9
18,-14,66.6
18,-13,65.9
18,-12,65.4
18,-11,64.3
18,-10,70.5
18,-9,66.4
18,-8,65.8
18,-7,65.6
18,-6,69.1
18,-5,66.5
18,-4,66.1
18,-3,66.1
18,-2,64.1
18,-1,63.5
18,0,60.6
18,1,60.0
18,2,67.0
18,3,60.9
18,4,61.8
18,5,62.1
18,6,66.6
18,7,62.0
18,8,62.1
18,9,62.1
18,10,64.6
18,11,63.0
18,12,62.7
18,13,61.6
18,14,66.9
18,15,62.6
18,16,61.6
18,17,61.9
18,18,67.7
18,19,62.4
18,20,61.7
18,21,62.5
18,22,65.7
