len(N),E,ns
16,19,95.6
16,20,98.7
16,21,97.4
16,22,95.9
17,-22,90.7
17,-21,92.2
17,-20,93.5
17,-19,94.1
17,-18,95.3
17,-17,92.9
17,-16,92.6
17,-15,95.8
17,-14,95.8
17,-13,95.8
17,-12,98.2
17,-11,96.0
17,-10,93.1
17,-9,95.6
17,-8,92.6
17,-7,91.3
17,-6,95.9
17,-5,94.8
17,-4,94.3
17,-3,99.8
17,-2,100
17,-1,74.3
17,0,95.6
17,1,102
17,2,102
17,3,99.8
17,4,101
17,5,99.0
17,6,100
17,7,101
17,8,99.5
17,9,100
17,10,101
17,11,99.4
17,12,100.0
17,13,102
17,14,100
17,15,99.7
17,16,101
17,17,100.0
17,18,104
17,19,102
17,20,101
17,21,99.3
17,22,102
18,-22,92.2
18,-21,94.1
18,-20,94.7
18,-19,95.0
18,-18,94.0
18,-17,93.7
18,-16,97.0
18,-15,95.4
18,-14,96.1
18,-13,97.9
18,-12,95.6
18,-11,92.8
18,-10,95.4
18,-9,92.1
18,-8,90.9
18,-7,96.1
18,-6,94.9
18,-5,94.1
18,-4,99.2
18,-3,97.6
18,-2,73.8
18,-1,95.3
18,0,101
18,1,101
18,2,100
18,3,101
18,4,99.9
18,5,100
18,6,102
18,7,99.5
18,8,99.5
18,9,101
18,10,101
18,11,99.5
18,12,102
18,13,101
18,14,99.9
18,15,102
18,16,100
18,17,100
18,18,102
18,19,100
18,20,99.7
18,21,103
18,22,90.1
