len(N),E,ns
17,14,79.6
17,15,79.3
17,16,80.1
17,17,79.9
17,18,78.7
17,19,80.4
17,20,79.3
17,21,78.4
17,22,80.6
18,-22,70.3
18,-21,70.9
18,-20,70.8
18,-19,71.9
18,-18,71.0
18,-17,70.7
18,-16,73.4
18,-15,72.3
18,-14,70.5
18,-13,72.8
18,-12,71.9
18,-11,69.4
18,-10,71.5
18,-9,70.3
18,-8,69.1
18,-7,72.3
18,-6,70.7
18,-5,70.1
18,-4,77.4
18,-3,76.3
18,-2,55.4
18,-1,81.0
18,0,84.0
18,1,81.6
18,2,79.8
18,3,80.2
18,4,78.8
18,5,79.3
18,6,80.6
18,7,78.9
18,8,78.8
18,9,79.9
18,10,79.7
18,11,79.1
18,12,79.9
18,13,79.2
18,14,78.7
18,15,80.0
18,16,79.2
18,17,79.5
18,18,80.5
18,19,79.2
18,20,79.5
18,21,80.5
18,22,68.6
