len(N),E,ns
15,-7,71.3
15,-6,69.0
15,-5,67.6
15,-4,71.0
15,-3,69.8
15,-2,68.3
15,-1,71.3
15,0,30.6
15,1,36.8
15,2,66.8
15,3,68.1
15,4,68.8
15,5,63.7
15,6,64.0
15,7,66.1
15,8,65.2
15,9,67.4
15,10,66.1
15,11,65.5
15,12,67.6
15,13,66.4
15,14,65.5
15,15,67.5
15,16,66.5
15,17,65.7
15,18,67.5
15,19,66.5
15,20,65.8
15,21,67.5
15,22,66.8
16,-22,63.7
16,-21,59.8
16,-20,62.4
16,-19,61.5
16,-18,60.0
16,-17,63.4
16,-16,61.9
16,-15,65.9
16,-14,67.4
16,-13,66.9
16,-12,65.2
16,-11,68.3
16,-10,67.1
16,-9,66.3
16,-8,68.9
16,-7,67.0
16,-6,67.7
16,-5,70.4
16,-4,67.7
16,-3,67.6
16,-2,72.7
16,-1,73.2
16,0,34.8
16,1,67.4
16,2,68.7
16,3,68.6
16,4,62.0
16,5,62.8
16,6,64.2
16,7,63.5
16,8,65.5
16,9,64.7
16,10,63.2
16,11,65.8
16,12,64.7
16,13,63.6
16,14,65.9
16,15,64.9
16,16,63.8
16,17,66.0
16,18,65.2
16,19,63.5
16,20,65.9
16,21,65.1
16,22,63.5
17,-22,62.5
17,-21,63.8
17,-20,63.3
17,-19,62.7
17,-18,64.1
17,-17,63.7
17,-16,67.0
17,-15,70.1
17,-14,68.5
17,-13,68.9
17,-12,68.6
17,-11,69.1
17,-10,68.6
17,-9,69.1
17,-8,69.4
17,-7,68.0
17,-6,71.2
17,-5,70.2
17,-4,69.3
17,-3,71.2
17,-2,70.9
17,-1,48.6
17,0,71.6
17,1,72.2
17,2,72.2
17,3,64.7
17,4,64.8
17,5,66.3
17,6,65.9
17,7,67.1
17,8,66.6
17,9,65.6
17,10,68.0
17,11,67.4
17,12,65.6
17,13,67.6
17,14,67.4
17,15,65.8
17,16,67.5
17,17,67.2
17,18,65.8
17,19,67.5
17,20,66.9
17,21,65.8
17,22,67.5
18,-22,64.0
18,-21,63.1
18,-20,62.9
18,-19,63.9
18,-18,63.6
18,-17,67.8
18,-16,70.3
18,-15,69.1
18,-14,67.9
18,-13,70.7
18,-12,67.9
18,-11,69.1
18,-10,69.1
18,-9,69.8
18,-8,67.4
18,-7,69.4
18,-6,70.8
18,-5,69.4
18,-4,73.3
18,-3,71.8
18,-2,48.0
18,-1,71.3
18,0,72.9
18,1,72.0
18,2,65.0
18,3,64.6
18,4,66.5
18,5,66.2
18,6,67.3
18,7,66.6
18,8,65.8
18,9,66.9
18,10,66.6
18,11,66.2
18,12,67.1
18,13,66.9
18,14,65.8
18,15,67.4
18,16,66.8
18,17,66.1
18,18,67.3
18,19,67.5
18,20,65.9
18,21,68.4
18,22,66.6
