len(N),E,ns
14,18,81.7
14,19,84.5
14,20,84.0
14,21,82.0
14,22,84.8
15,-22,70.0
15,-21,69.2
15,-20,67.6
15,-19,70.3
15,-18,72.8
15,-17,71.1
15,-16,72.8
15,-15,72.3
15,-14,70.6
15,-13,73.8
15,-12,72.6
15,-11,71.8
15,-10,74.3
15,-9,74.1
15,-8,72.6
15,-7,75.0
15,-6,74.0
15,-5,72.1
15,-4,76.0
15,-3,73.5
15,-2,73.8
15,-1,82.3
15,0,33.5
15,1,47.7
15,2,114
15,3,137
15,4,145
15,5,140
15,6,83.2
15,7,81.9
15,8,80.5
15,9,82.4
15,10,81.5
15,11,80.6
15,12,82.8
15,13,81.5
15,14,80.3
15,15,82.7
15,16,81.1
15,17,80.3
15,18,83.4
15,19,81.7
15,20,80.5
15,21,83.1
15,22,82.3
16,-22,67.0
16,-21,66.5
16,-20,69.1
16,-19,68.2
16,-18,67.6
16,-17,71.8
16,-16,68.2
16,-15,68.4
16,-14,71.7
16,-13,71.1
16,-12,68.2
16,-11,71.3
16,-10,70.0
16,-9,69.8
16,-8,71.9
16,-7,69.5
16,-6,68.4
16,-5,73.0
16,-4,71.2
16,-3,70.9
16,-2,81.0
16,-1,81.5
16,0,39.2
16,1,117
16,2,133
16,3,138
16,4,134
16,5,137
16,6,78.5
16,7,78.7
16,8,80.3
16,9,79.1
16,10,78.0
16,11,80.4
16,12,78.8
16,13,77.7
16,14,81.0
16,15,79.3
16,16,78.4
16,17,81.4
16,18,79.7
16,19,77.6
16,20,81.5
16,21,79.3
16,22,78.2
17,-22,69.8
17,-21,71.6
17,-20,71.2
17,-19,74.1
17,-18,73.6
17,-17,71.6
17,-16,71.2
17,-15,74.2
17,-14,73.3
17,-13,72.5
17,-12,75.2
17,-11,73.3
17,-10,73.7
17,-9,75.5
17,-8,73.1
17,-7,72.0
17,-6,75.6
17,-5,74.6
17,-4,75.4
17,-3,81.4
17,-2,92.1
17,-1,54.4
17,0,114
17,1,132
17,2,142
17,3,138
17,4,135
17,5,94.2
17,6,81.1
17,7,82.5
17,8,81.0
17,9,81.1
17,10,82.6
17,11,81.0
17,12,80.8
17,13,83.1
17,14,81.7
17,15,81.1
17,16,82.2
17,17,81.6
17,18,81.2
17,19,83.2
17,20,81.6
17,21,80.7
17,22,82.5
18,-22,71.2
18,-21,71.2
18,-20,72.5
18,-19,72.6
18,-18,71.4
18,-17,71.7
18,-16,73.8
18,-15,73.5
18,-14,72.7
18,-13,75.5
18,-12,73.1
18,-11,72.7
18,-10,75.0
18,-9,74.3
18,-8,72.0
18,-7,75.0
18,-6,73.4
18,-5,73.6
18,-4,80.7
18,-3,80.1
18,-2,54.3
18,-1,113
18,0,132
18,1,140
18,2,139
18,3,134
18,4,95.7
18,5,81.2
18,6,82.7
18,7,81.1
18,8,81.2
18,9,82.5
18,10,81.6
18,11,81.4
18,12,82.1
18,13,81.4
18,14,81.6
18,15,82.4
18,16,81.6
18,17,81.5
18,18,83.0
18,19,81.4
18,20,80.8
18,21,83.5
18,22,69.4
